230097,21284236,2378,53.91
230097,24520981,304,2.28
230097,31326268,2239,33.7
239018,1210189,1455,2.72
239018,1809322,1487,1.96
239018,2142393,1244,1.52
239018,4077654,1262,1.74
239018,4381172,1274,11.52
239018,9436387,729,8.91
239018,9462231,1316,17.93
239018,10816216,1294,5.98
239018,11186444,1322,4.02
239018,11445103,1820,8.48
239018,12818717,1399,14.13
239018,14293695,1490,8.26
239018,17055993,1387,7.17
239018,18987488,1831,6.74
239018,19039000,1194,32.07
239018,21284236,1271,15.98
239018,24520981,1407,2.28
239018,31326268,1280,13.37
239018,32171795,716,22.39
240181,893184,798,3.37
240181,1809322,915,1.2
240181,4077654,1782,3.26
240181,4381172,1659,11.3
240181,9462231,643,14.02
240181,10816216,619,3.04
240181,11186444,657,9.46
240181,11445103,1113,20.65
240181,12818717,790,20.98
240181,14293695,938,10.22
240181,17055993,775,10.76
240181,18987488,1127,9.13
240181,21284236,1800,15.11
240181,24520981,796,3.91
240181,31326268,1679,22.28
255406,667603,510,1.52
255406,893184,505,1.74
255406,2142393,2196,5.33
255406,4077654,2391,1.52
255406,4381172,2217,3.04
255406,4926683,2403,1.52
255406,8218487,529,39.89
255406,11445103,619,18.26
255406,12818717,484,26.2
255406,17055993,470,13.26
255406,18987488,639,14.35
255406,21284236,2413,21.52
255406,24520981,479,10.54
255406,31326268,2243,43.04
271740,185389,707,1.09
271740,314139,404,5
271740,667603,708,2.28
271740,893184,699,6.3
271740,910712,521,8.15
271740,1210189,873,3.7
271740,1651440,407,10.33
271740,1809322,815,7.72
271740,2142393,2043,1.74
271740,4077654,2257,1.85
271740,4346941,554,12.28
271740,4381172,2062,3.04
271740,4926683,2271,1.09
271740,5043737,826,11.41
271740,8218487,373,21.85
271740,9436387,661,15.76
271740,9462231,468,71.96
271740,10816216,460,10.11
271740,11186444,497,35.43
271740,11445103,514,22.17
271740,12818717,678,48.26
271740,14293695,861,32.93
271740,17055993,663,31.2
271740,18987488,531,15.76
271740,19039000,821,27.28
271740,21284236,2280,27.17
271740,24520981,675,16.74
271740,31326268,2090,25.98
271740,32171795,677,44.57
272901,667603,483,1.63
272901,893184,459,1.3
272901,2142393,2021,2.61
272901,4077654,2189,2.39
272901,4381172,2044,5.22
272901,5043737,988,1.52
272901,8218487,719,23.8
272901,11445103,852,29.35
272901,12818717,444,81.63
272901,17055993,428,10.54
272901,18987488,870,15.43
272901,19039000,975,46.52
272901,21284236,2208,23.8
272901,24520981,446,6.3
272901,31326268,2067,40.87
274343,1554846,784,1.41
274343,2027203,767,1.74
274343,4077654,729,2.5
274343,4381172,785,5
274343,4926683,726,2.17
274343,21284236,737,23.7
274343,31326268,784,36.74
276460,910712,901,2.17
276460,1210189,1418,2.07
276460,1651440,1048,13.91
276460,1809322,1387,2.07
276460,2142393,1378,9.67
276460,4077654,1625,10.76
276460,4346941,905,8.7
276460,4381172,1395,11.09
276460,8218487,742,19.89
276460,9436387,726,3.37
276460,9462231,1041,26.41
276460,10816216,1022,7.5
276460,11186444,1067,25.65
276460,11445103,934,9.57
276460,12818717,1245,28.04
276460,14293695,1423,17.07
276460,17055993,1228,19.13
276460,18987488,937,5.98
276460,19039000,192,21.3
276460,21284236,1651,18.7
276460,24520981,1246,3.37
276460,31326268,1425,26.85
276460,32171795,734,31.63
277432,314139,807,4.57
277432,893184,1082,1.3
277432,910712,801,3.04
277432,1210189,1253,3.04
277432,1651440,813,18.91
277432,1809322,1205,8.7
277432,2142393,1726,3.04
277432,4077654,1976,4.02
277432,4346941,820,8.48
277432,4381172,1742,10.54
277432,4926683,1993,1.52
277432,5043737,427,1.96
277432,9436387,765,10
277432,9462231,849,31.74
277432,10816216,835,13.37
277432,11186444,878,23.59
277432,11445103,586,10.98
277432,12818717,1063,50.76
277432,14293695,1248,22.72
277432,17055993,1047,12.72
277432,18987488,590,5.33
277432,19039000,427,80.87
277432,21284236,2001,26.63
277432,24520981,1062,9.46
277432,31326268,1773,37.39
277432,32171795,779,32.72
280732,436030,912,58.26
280732,2142393,1831,3.8
280732,4077654,1974,6.52
280732,4381172,1856,14.02
280732,8218487,909,14.13
280732,11445103,1067,15.65
280732,18987488,1084,11.74
280732,21284236,1991,19.89
280732,31326268,1877,35.54
282973,2142393,1724,1.09
282973,4077654,1822,3.59
282973,4381172,1751,11.85
282973,8218487,1180,13.91
282973,11445103,1345,9.35
282973,18987488,1361,6.96
282973,21284236,1836,26.52
282973,31326268,1767,33.59
290144,314139,608,2.93
290144,893184,918,11.52
290144,1651440,602,7.07
290144,2142393,2169,1.2
290144,4077654,2413,1.63
290144,4381172,2185,4.67
290144,5043737,858,4.89
290144,12818717,897,41.41
290144,17055993,884,39.67
290144,19039000,861,10.76
290144,21284236,2438,12.28
290144,24520981,891,11.63
290144,31326268,2215,16.96
302610,185389,351,1.09
302610,314139,664,1.96
302610,436030,1394,62.17
302610,1651440,668,10.76
302610,2142393,2670,2.93
302610,4381172,2696,2.17
302610,8218487,1385,16.3
302610,9436387,974,1.52
302610,9462231,590,74.46
302610,10816216,601,5
302610,11186444,560,5.65
302610,11445103,1438,21.2
302610,12818717,378,58.15
302610,17055993,393,2.72
302610,18987488,1459,8.48
302610,19039000,1768,18.26
302610,21284236,2783,15
302610,31326268,2713,15.65
302610,32171795,978,21.09
313861,314139,508,5.11
313861,436030,513,25.43
313861,893184,751,7.28
313861,1651440,520,5.87
313861,2142393,1841,4.24
313861,4077654,2046,3.26
313861,4381172,1861,7.17
313861,4926683,2059,1.52
313861,5043737,696,7.72
313861,8218487,511,8.37
313861,11445103,687,16.74
313861,12818717,734,61.96
313861,17055993,718,20.76
313861,18987488,701,10.98
313861,19039000,686,27.28
313861,21284236,2068,17.72
313861,24520981,734,9.46
313861,31326268,1888,24.57
313969,2142393,1267,3.8
313969,4077654,1565,4.67
313969,4381172,1276,7.07
313969,4926683,1588,3.91
313969,5043737,187,105.87
313969,8218487,915,14.89
313969,11445103,1076,13.8
313969,12818717,1614,17.07
313969,17055993,1597,24.89
313969,18987488,1071,5.33
313969,19039000,201,65.43
313969,21284236,1594,14.78
313969,24520981,1614,1.52
313969,31326268,1310,32.39
314139,637264,758,5.76
314139,740852,767,11.52
314139,789663,437,6.09
314139,799136,555,2.07
314139,846278,427,3.59
314139,873069,638,28.8
314139,974293,413,1.74
314139,1202903,418,2.72
314139,1685333,2335,1.96
314139,1801650,1182,4.35
314139,2796359,750,10.22
314139,7142620,2432,18.7
314139,9579840,1915,18.8
314139,14589337,201,2.07
318395,893184,617,4.02
318395,1210189,788,4.78
318395,1809322,741,8.48
318395,2142393,1987,3.8
318395,4077654,2184,2.39
318395,4381172,2008,7.07
318395,5043737,843,4.24
318395,8218487,514,31.74
318395,9436387,521,3.59
318395,9462231,384,23.7
318395,10816216,370,5.87
318395,11186444,414,13.91
318395,11445103,660,48.26
318395,12818717,599,71.96
318395,14293695,783,24.24
318395,17055993,583,70.87
318395,18987488,677,16.74
318395,19039000,834,29.46
318395,21284236,2205,34.78
318395,24520981,597,12.72
318395,31326268,2034,34.13
318395,32171795,536,107.72
350066,436030,970,63.15
350066,2142393,2342,1.74
350066,4077654,2483,1.74
350066,4381172,2367,6.63
350066,8218487,962,13.59
350066,11445103,1041,14.24
350066,18987488,1061,6.85
350066,19039000,1339,20.22
350066,21284236,2500,19.46
350066,28022904,1307,23.7
350066,31326268,2388,28.59
350066,32171795,654,83.48
369969,2142393,1402,3.37
369969,4077654,1440,6.09
369969,4381172,1431,11.74
369969,8218487,1519,13.91
369969,11445103,1703,10.22
369969,12818717,1217,28.59
369969,17055993,1206,11.3
369969,18987488,1716,9.13
369969,21284236,1450,32.28
369969,24520981,1226,6.63
369969,31326268,1440,63.37
370637,314139,921,3.48
370637,667603,1226,6.52
370637,893184,1229,2.28
370637,1651440,912,22.17
370637,4381172,2260,1.09
370637,8218487,240,57.93
370637,12818717,1207,39.46
370637,17055993,1196,79.35
370637,18987488,125,22.5
370637,21284236,2547,12.07
370637,24520981,1201,17.5
370637,31326268,2292,14.13
373542,314139,736,14.57
373542,893184,1023,4.24
373542,1651440,740,12.72
373542,2142393,1829,8.15
373542,4077654,2076,6.41
373542,4381172,1845,7.61
373542,8218487,297,13.37
373542,11445103,493,8.26
373542,12818717,1003,44.67
373542,17055993,988,14.89
373542,18987488,499,3.48
373542,21284236,2101,25.11
373542,24520981,1001,9.89
373542,31326268,1875,37.5
375472,2142393,1307,1.09
375472,4077654,1614,3.7
375472,4381172,1313,2.61
375472,4926683,1638,7.72
375472,8218487,939,14.13
375472,11445103,1087,6.96
375472,18987488,1080,3.37
375472,21284236,1644,6.3
375472,31326268,1349,28.37
389284,1210189,1702,2.28
389284,2027203,949,5.22
389284,2142393,908,8.59
389284,4077654,1136,6.2
389284,4381172,928,10.11
389284,4926683,1153,7.28
389284,5043737,537,108.37
389284,8218487,1233,12.28
389284,9436387,880,12.83
389284,9462231,1382,12.83
389284,10816216,1360,8.37
389284,11186444,1403,11.09
389284,11445103,1426,8.15
389284,12818717,1560,20.98
389284,14293695,1718,11.41
389284,17055993,1544,10
389284,18987488,1429,5.76
389284,19039000,517,97.5
389284,21284236,1161,9.89
389284,31326268,955,22.61
389284,32171795,879,20.76
392155,2142393,2260,3.04
392155,4077654,2459,3.59
392155,4381172,2280,4.13
392155,4926683,2471,1.2
392155,8218487,513,30.54
392155,11445103,580,22.07
392155,18987488,601,21.2
392155,21284236,2481,36.63
392155,31326268,2307,51.41
394110,314139,858,6.3
394110,1651440,865,33.04
394110,2142393,1684,4.35
394110,4077654,1938,4.89
394110,4381172,1700,6.2
394110,8218487,429,21.96
394110,11445103,620,16.3
394110,18987488,623,6.09
394110,21284236,1964,46.74
394110,31326268,1731,34.57
396460,314139,807,2.17
396460,1651440,829,11.09
406318,314139,956,4.13
406318,893184,1216,3.8
406318,1651440,965,11.09
406318,2142393,1563,8.8
406318,4077654,1821,7.5
406318,4381172,1577,12.28
406318,4926683,1839,1.52
406318,8218487,549,11.09
406318,9436387,799,6.74
406318,9462231,985,70.43
406318,10816216,969,14.02
406318,11186444,1014,26.96
406318,11445103,737,24.57
406318,12818717,1198,49.02
406318,17055993,1182,18.37
406318,18987488,738,8.8
406318,19039000,253,47.83
406318,21284236,1847,41.52
406318,24520981,1197,7.5
406318,31326268,1609,51.52
406318,32171795,810,46.41
407124,1554846,761,3.7
407124,2027203,732,26.96
407124,2142393,757,28.37
407124,4077654,471,13.8
407124,4381172,776,50
407124,4926683,445,58.91
407124,12818717,2495,4.13
407124,17055993,2483,21.3
407124,21284236,451,113.59
407124,24520981,2503,13.26
407124,31326268,748,137.5
412326,2142393,1920,1.3
412326,4077654,2040,3.15
412326,4381172,1946,5.11
412326,8218487,1036,183.8
412326,11445103,1182,20.54
412326,18987488,1200,9.78
412326,21284236,2056,29.89
412326,31326268,1964,28.48
422750,314139,710,3.48
422750,667603,1012,7.61
422750,1651440,713,20
422750,2142393,1873,2.93
422750,4381172,1889,3.8
422750,4926683,2136,7.17
422750,11445103,453,40.22
422750,12818717,981,21.09
422750,17055993,966,15.22
422750,18987488,460,3.37
422750,21284236,2145,8.8
422750,24520981,979,3.15
422750,31326268,1920,35.65
434038,1554846,904,2.72
434038,2027203,885,3.91
434038,2142393,878,6.63
434038,4077654,804,14.57
434038,4381172,908,15
434038,4926683,796,40.87
434038,8218487,1987,13.26
434038,9436387,1198,10.65
434038,9462231,1797,22.5
434038,10816216,1773,19.78
434038,11186444,1805,9.46
434038,11445103,2183,13.15
434038,12818717,1894,29.46
434038,17055993,1882,16.52
434038,18987488,2191,4.78
434038,19039000,1385,23.8
434038,21284236,807,42.39
434038,24520981,1902,8.48
434038,31326268,902,45.87
434038,32171795,1186,40.54
436030,106412,1049,64.02
436030,112493,1262,59.46
436030,206904,590,30.98
436030,286507,965,66.96
436030,299592,973,73.91
436030,315877,668,46.2
436030,364689,895,69.13
436030,396460,1033,42.07
436030,846278,550,82.28
440277,910712,1399,7.61
440277,1554846,971,2.5
440277,1809322,1861,2.39
440277,2027203,954,7.5
440277,2142393,941,14.89
440277,4077654,904,8.04
440277,4346941,1366,3.15
440277,4381172,972,25
440277,4926683,898,32.83
440277,8218487,1879,12.83
440277,9436387,1073,8.8
440277,9462231,1671,15.22
440277,10816216,1648,13.48
440277,11186444,1679,7.5
440277,11445103,2074,10.65
440277,12818717,1768,19.02
440277,14293695,1866,12.61
440277,17055993,1756,8.91
440277,18987488,2083,5.11
440277,19039000,1304,44.02
440277,21284236,909,28.8
440277,24520981,1776,4.67
440277,31326268,970,50.43
440277,32171795,1060,26.52
453007,2027203,1327,1.74
453007,2142393,1298,5.65
453007,4077654,1389,5.76
453007,4381172,1326,26.3
453007,8218487,1336,23.48
453007,11445103,1525,14.78
453007,18987488,1537,9.57
453007,21284236,1403,44.24
453007,31326268,1340,57.5
475767,8218487,1210,16.74
487435,185389,647,1.96
487435,667603,646,3.59
487435,893184,638,7.5
487435,2142393,2083,7.28
487435,4077654,2291,6.2
487435,4381172,2103,13.91
487435,4926683,2304,3.04
487435,5043737,883,4.13
487435,8218487,419,31.2
487435,9436387,651,2.61
487435,11445103,545,22.61
487435,12818717,617,145.43
487435,17055993,602,29.46
487435,18987488,563,12.61
487435,19039000,878,44.35
487435,21284236,2313,53.04
487435,24520981,614,14.46
487435,31326268,2130,56.52
487435,32171795,667,94.89
491806,436030,1090,51.96
491806,893184,934,3.91
491806,2027203,1539,2.39
491806,2142393,1506,5.98
491806,4077654,1633,6.52
491806,4381172,1532,29.78
491806,5043737,867,3.8
491806,8218487,1090,14.67
491806,11445103,1273,12.07
491806,12818717,929,41.3
491806,17055993,915,27.28
491806,18987488,1286,13.7
491806,19039000,845,30.43
491806,21284236,1650,75.22
491806,24520981,936,3.59
491806,31326268,1550,83.04
497193,8218487,1209,13.7
535541,436030,707,51.52
535541,8218487,704,21.63
546845,314139,989,2.72
546845,1651440,1006,8.15
546845,2142393,1324,14.57
546845,4077654,1528,13.7
546845,4381172,1345,29.78
546845,8218487,895,18.26
546845,11445103,1092,25.33
546845,18987488,1099,23.48
546845,21284236,1550,35.11
546845,31326268,1371,74.67
577028,1554846,1058,3.91
577028,2027203,1030,7.39
577028,2142393,1048,9.78
577028,4077654,790,12.83
577028,4381172,1071,51.52
577028,4926683,764,121.52
577028,21284236,771,24.67
577028,31326268,1047,118.37
578993,314139,602,10.22
578993,667603,860,1.09
578993,893184,840,9.78
578993,910712,522,6.2
578993,1210189,1004,11.41
578993,1651440,614,14.13
578993,1809322,966,10.54
578993,2142393,1756,14.24
578993,4077654,1967,13.59
578993,4346941,538,11.96
578993,4381172,1776,20.11
578993,5043737,605,9.02
578993,8218487,523,32.39
578993,9436387,496,2.39
578993,9462231,613,194.57
578993,10816216,596,40.98
578993,11186444,641,84.46
578993,11445103,710,31.09
578993,12818717,823,66.74
578993,14293695,1005,70.11
578993,17055993,806,42.72
578993,18987488,722,18.15
578993,19039000,595,73.91
578993,21284236,1990,52.72
578993,24520981,823,12.93
578993,31326268,1803,86.41
578993,32171795,510,55
611592,314139,840,3.59
611592,1651440,851,17.72
611592,2142393,1595,9.46
611592,4077654,1835,8.8
611592,4381172,1612,14.67
611592,4926683,1851,14.13
611592,8218487,541,34.24
611592,11445103,737,34.35
611592,18987488,742,15.43
611592,21284236,1860,45.98
611592,31326268,1642,66.74
615026,314139,536,1.52
615026,1554846,2492,3.8
615026,1651440,547,14.24
615026,2027203,2489,4.24
615026,2142393,2456,2.72
615026,4077654,2561,6.41
615026,4381172,2483,8.04
615026,4926683,2564,2.93
615026,5043737,1585,2.39
615026,8218487,1250,81.74
615026,9462231,437,200.98
615026,10816216,441,48.37
615026,11186444,408,11.3
615026,11445103,1327,78.59
615026,12818717,258,63.04
615026,17055993,266,43.7
615026,18987488,1348,13.8
615026,19039000,1570,28.26
615026,21284236,2575,85.54
615026,24520981,266,292.5
615026,31326268,2500,67.39
615026,32171795,763,123.91
640350,1651440,2391,10
640350,2142393,222,1.3
640350,4381172,238,2.93
640350,8218487,2242,19.89
640350,11445103,2432,19.78
640350,12818717,2463,21.74
640350,17055993,2448,37.61
640350,18987488,2433,11.52
640350,21284236,158,10.22
640350,24520981,2469,38.04
640350,31326268,209,91.2
657074,436030,912,20
657074,2027203,2310,1.85
657074,2142393,2274,4.89
657074,4077654,2420,3.26
657074,4381172,2298,15.22
657074,4926683,2428,1.85
657074,8218487,904,34.78
657074,11445103,993,34.67
657074,18987488,1013,23.15
657074,21284236,2438,63.8
657074,31326268,2320,85.22
663142,8218487,913,197.83
663142,11445103,977,573.48
663142,14293695,274,16.41
667603,174358,480,1.85
667603,331296,955,1.52
667603,392155,521,6.85
667603,546845,1187,2.83
667603,611592,1108,1.74
667603,740852,1063,1.74
667603,789663,748,6.74
667603,846278,684,6.2
667603,889135,492,5.98
667603,936288,643,14.89
667603,974293,223,1.09
667603,1111442,1125,3.26
667603,1202903,285,4.89
667603,1582565,321,5.76
667603,1642790,699,11.74
667603,1651440,317,31.63
667603,1685333,2443,1.85
667603,1801650,1381,4.35
667603,2018738,1188,2.17
667603,2142393,2464,2.28
667603,2796359,1052,394.89
667603,2937850,626,5
667603,3359668,1002,5
667603,3586422,701,16.41
667603,3634152,1101,54.02
667603,3710384,777,7.07
667603,4036625,1624,14.89
667603,4293624,1218,15.76
667603,4357899,2553,2.72
667603,4381172,2489,1.52
667603,4490374,459,52.39
667603,4866850,1148,15.43
667603,4926683,2608,1.52
667603,7142620,2482,1.74
667603,8218487,1034,333.15
667603,8686621,2481,17.17
667603,9579840,2022,2.93
667603,11445103,1092,377.83
667603,18987488,1113,2.28
667603,19959651,2282,33.15
667603,21284236,2619,8.37
667603,31326268,2510,18.91
722775,185389,601,2.5
722775,667603,586,3.7
722775,893184,585,8.7
722775,2142393,2210,2.61
722775,4077654,2416,1.3
722775,4381172,2230,4.02
722775,5043737,1002,3.37
722775,8218487,447,20.22
722775,11445103,529,70.87
722775,12818717,563,356.41
722775,17055993,550,75.33
722775,18987488,549,3.8
722775,19039000,997,19.02
722775,21284236,2438,17.39
722775,24520981,558,8.8
722775,31326268,2257,27.17
735270,893184,1288,5.11
735270,2027203,1195,2.39
735270,2142393,1156,8.48
735270,4077654,1342,10
735270,4381172,1179,61.96
735270,5043737,565,3.04
735270,8218487,1091,49.67
735270,9436387,589,2.5
735270,11445103,1288,51.85
735270,12818717,1279,75.54
735270,17055993,1263,19.57
735270,18987488,1295,18.59
735270,19039000,542,75
735270,21284236,1364,76.52
735270,24520981,1283,5.87
735270,31326268,1203,105.43
735270,32171795,588,131.2
799053,314139,795,1.3
799053,1651440,818,9.35
836998,314139,1538,9.35
836998,893184,1645,1.3
836998,910712,1241,7.93
836998,1210189,1754,1.63
836998,1651440,1558,14.24
836998,1809322,1759,3.04
836998,2027203,823,2.28
836998,2142393,789,10
836998,3902628,602,1.09
836998,4077654,943,15.87
836998,4346941,1220,15.22
836998,4381172,815,29.57
836998,4926683,954,2.83
836998,5043737,829,4.02
836998,8218487,1477,50.76
836998,9436387,917,12.5
836998,9462231,1487,77.39
836998,10816216,1463,68.8
836998,11186444,1503,39.24
836998,11445103,1673,28.7
836998,12818717,1638,53.37
836998,14293695,1778,44.67
836998,17055993,1623,24.78
836998,18987488,1678,16.96
836998,19039000,809,109.35
836998,21284236,964,73.59
836998,24520981,1644,5.11
836998,28022904,592,214.78
836998,31326268,833,310.22
836998,32171795,911,68.91
889135,436030,587,43.48
889135,2027203,2165,1.09
889135,2142393,2126,10.11
889135,4077654,2313,9.78
889135,4381172,2147,23.7
889135,4926683,2324,2.61
889135,8218487,580,68.91
889135,11445103,691,66.85
889135,18987488,710,109.24
889135,21284236,2334,129.35
